EventId,EventTimeStamp,EventTime,Protocol,FileSize,State,UserId,SenderId,ReceiverId,ClientName,ReturnMessage,CycleId,CoreId
8270fca8-cd31-4f70-8eee-ca39ba9da275,1624320000.0,2021-06-22,HTTP,13844,ARCHIVED,brandi23@example.net,watsonjoseph@example.com,ewatkins@example.org,Melissa Farrell,f,01d2ac4b-1824-40eb-a193-714a8fe1a0e4,88c190e0-42f2-4097-aec6-3e75c26ad2eb
bc2a0d20-ad65-452f-97c2-6f9590fc773d,1625875200.0,2021-07-10,SFTP,92611,TO_EXECUTE,wshea@example.com,williamsstephanie@example.com,andrew47@example.net,Joseph Vega,h,55dfa2cb-a3cd-4c1b-a956-47a6032d94db,ce24ce2e-6a9d-4d5e-ae27-bfa18797e0ad
66c8f76d-94d7-4059-aff0-a340828bedc5,1628035200.0,2021-08-04,SFTP,57505,RECEIVING,kevin12@example.com,ariaseric@example.net,nolanjoseph@example.com,Spencer Bryant,j,747d65de-25e1-4ab2-b695-d5e2daf77d59,63812abd-52f5-4ae6-a24c-769937f0795c
b6aa8f8d-fd7c-4cd3-bace-8bb908350382,1635638400.0,2021-10-31,routing,22399,RECEIVED,joseph57@example.org,andrew47@example.net,vmills@example.org,Karen Lindsey,g,b715a06f-6745-424d-a7ad-c80c031f3063,06424e83-77ae-459d-9828-70732269c52a
3455d711-28be-4dcc-bf10-fadf495ea771,1613174400.0,2021-02-13,HTTP,83971,TO_EXECUTE,fhanson@example.net,cphillips@example.org,joseph57@example.org,Jeffery Mitchell,f,fd5c5775-96d0-4be9-8c61-428e9e27ce41,1b51cb63-e13a-400f-88dd-59b8a203abcc
552858eb-72e8-4c60-a653-13794263d6ff,1622937600.0,2021-06-06,SFTP,5624,TO_EXECUTE,morgan08@example.com,gallen@example.net,jasonwalsh@example.net,Jordan Jimenez,a,8c2b7a58-d1c6-4f58-bf02-54091e4b77f5,fe36ebd1-b9b8-428c-89a6-41db2835dc82
ff755230-0b3f-4da3-b497-20b00c08bcbf,1613606400.0,2021-02-18,SFTP,55725,RECEIVING,iluna@example.net,williselizabeth@example.com,tracy85@example.com,William Wells,c,ae380604-2bff-4818-bd8b-2eba0d41a27b,b9c55f1f-c275-4346-b800-8b8cc308458b
30a209ae-f65c-4e78-9e23-a231e09d9f66,1628121600.0,2021-08-05,HTTP,72051,FAILED,btaylor@example.net,lisa40@example.org,gallen@example.net,Daniel Williams,i,af5f6426-61fe-4481-a72a-5b3eba17c698,c3389cef-de92-4d26-978d-7444b449492f
405cffac-6974-4511-b090-cdab55b78f26,1634083200.0,2021-10-13,SFTP,65417,AVAILABLE,utaylor@example.org,williselizabeth@example.com,tracy85@example.com,Diane Cruz,f,7c4e155f-7124-46ff-8233-65072c9fd475,e64b05bb-bb67-44df-a07f-56068229518b
6a517e2c-fbad-4159-831c-a1d5b8fd4119,1612224000.0,2021-02-02,routing,11029,ARCHIVED,jortiz@example.org,bridgesrobert@example.net,fhanson@example.net,Lisa Berry,e,8946763f-1921-4039-b48c-d36508275821,58460542-dd80-4b46-816c-38e0024d38ce
035510c5-4e03-49a1-9646-947158538d8f,1627171200.0,2021-07-25,HTTP,25652,ARCHIVED,pthomas@example.org,ericawilliams@example.net,jordanbruce@example.org,Antonio Flores,c,33d106a2-4ae0-4edf-930d-98ebee4a6d5d,09c643dd-72f5-4bdb-9070-d5a04caee972
fa14a2a5-40f3-4536-8389-314a45951169,1640044800.0,2021-12-21,HTTP,4835,RECEIVED,williamsstephanie@example.com,carolyn62@example.org,brandi23@example.net,Gabriela Moore,f,199aa73d-ed64-470a-8076-87bb333dd26e,e5cd73d1-6d39-4eb0-84bf-c01a4a237fc9
3e7ef795-8c5b-4023-be68-1dd52975a14b,1613433600.0,2021-02-16,routing,18683,AVAILABLE,cphillips@example.org,anna31@example.com,dixonjennifer@example.com,Alicia Ayala,c,a7bb0b37-2a47-4413-9126-99c07de9fc79,f64fc99a-5357-40a9-a4d7-d152b970b5c7
7b154b71-c7da-459b-9db0-78c4fa5a0891,1628121600.0,2021-08-05,routing,93757,ARCHIVED,dixonjennifer@example.com,bellmary@example.net,gallen@example.net,John White,e,08d747d5-f9bd-4825-9757-eb9672d8145d,b652380f-f04b-49c6-a250-c0f12542982c
2087ea72-0d11-4e5a-8535-0518adc181b6,1612483200.0,2021-02-05,HTTP,13633,RECEIVING,stephenberger@example.com,btaylor@example.net,fhanson@example.net,Christina Johnson,i,5ef78200-513d-46d2-8753-a3dfb73999e1,429585be-a507-486e-a24d-5cbe4a76c752
8faf27bd-eecf-4fb4-b29f-1eb05c8dc571,1628726400.0,2021-08-12,routing,7988,SENT,bridgesrobert@example.net,ianwashington@example.org,kenneth63@example.org,Stephanie Powell,b,791aea1e-14d1-4299-825d-702648de701f,c88f7ccc-6152-4f5d-8d78-76e7ede16658
281ff233-158c-42ff-87d6-f67aa724d1ca,1618531200.0,2021-04-16,SFTP,35352,RECEIVING,carolyn62@example.org,ochapman@example.com,gallen@example.net,Phillip Holloway,f,8769d32e-5887-4078-8275-11b92caa1373,4ec90f31-ad0d-46f7-aa75-49b6047ee3ad
92207c84-8954-486e-803d-df1ee486f9a7,1634947200.0,2021-10-23,HTTP,76641,RECEIVING,washingtonwilliam@example.com,ochapman@example.com,donna43@example.org,Cody Hopkins,j,f4a94235-8821-4842-ba7d-a36491fc1620,3cadf12f-a11d-4118-93bb-a0265fd8f715
01b1acec-45cc-475f-bf43-0d13f3cbf12b,1630281600.0,2021-08-30,HTTP,54794,FAILED,cphillips@example.org,btaylor@example.net,jordanbruce@example.org,Jennifer Bailey,e,bdb108f7-a69f-4720-9c50-2b7e0cbcb1df,14f68170-9b9e-4623-a4f1-6a5c437bd0f8
6bb72e38-032d-49c0-8bfd-0d5e19dec5c3,1634688000.0,2021-10-20,SFTP,26688,SENT,derek26@example.org,nelsontommy@example.org,nolanjoseph@example.com,James Ross,f,f8aeb8cb-b473-46fe-8ba1-d10ca7ca926c,f3140468-80f6-4571-bf68-d88b6ecf4fca
ca462585-4e31-4ec7-a98a-737124753306,1637539200.0,2021-11-22,HTTP,57957,AVAILABLE,carolyn62@example.org,lisa40@example.org,bellmary@example.net,Nathan Davis,b,ef265784-c81d-47d7-816b-44b7f27892fa,415e7a22-393b-434a-97f7-ea9377c86796
09e3c35b-761e-4303-9eb8-10ccda98b4c2,1637971200.0,2021-11-27,AdHOC,42713,FAILED,kenneth63@example.org,iluna@example.net,dixonjennifer@example.com,Anthony Gillespie,c,dba6573a-49f1-4328-b26c-3270abe2a92c,0880341e-94a7-477a-8b4a-ef169b240ca7
c56ddc13-e044-4dbc-84a4-9ed4fd478cc4,1636675200.0,2021-11-12,AdHOC,22428,SENT,freed@example.com,utaylor@example.org,iluna@example.net,Timothy White,h,c007341a-c40e-455e-9104-98c8f3396fbd,f20aa8f5-084a-4f8b-bf40-f4bbf5a543d7
3bd0b7fb-ccc2-43e7-9175-9246e1f02a1d,1640217600.0,2021-12-23,routing,21538,AVAILABLE,derek26@example.org,fhanson@example.net,donna43@example.org,Rodney Rose,i,26edfa22-ce18-40a7-875e-7d5e59f67e07,7b1e1563-9862-4cc4-bcb8-c416c91b7ebd
c92347e1-890a-4341-bfd0-bbfa10790df5,1624579200.0,2021-06-25,SFTP,36604,RECEIVING,derek26@example.org,tonyaburns@example.org,washingtonwilliam@example.com,David Dunn,d,9c43eda3-a54d-43f5-b6df-1bda0d554b56,8ed0b46d-b303-4c97-b6aa-1c2b3058ac63
23f6531b-f564-4cb9-a637-c526d577dc99,1638748800.0,2021-12-06,AdHOC,26482,AVAILABLE,williselizabeth@example.com,pottermaurice@example.com,andrew47@example.net,Sarah Watson,c,f44b8da8-e67d-45c2-a97a-d0522534cba1,5a3c30b9-8c2c-498a-bbff-1944592ed096
d3e27117-20aa-4154-8a67-6a30355e289c,1629504000.0,2021-08-21,AdHOC,98341,SUBMITTED,stephenberger@example.com,bellmary@example.net,andrew47@example.net,Jimmy Stanley,e,32060810-73d2-432c-bf47-df28c2067afa,8c39d649-106d-4962-9628-ae4489a3f1b6
9d6cf432-7deb-4359-ab1b-1f1967205400,1633651200.0,2021-10-08,routing,27862,SUBMITTED,ariaseric@example.net,cphillips@example.org,gallen@example.net,Renee Bates,a,aab31885-d5f9-49e7-b117-b03de04c77e6,1e5f587a-3115-4de4-8757-09e65b4f249d
8f4e8a0f-9fa1-41ba-9f35-ff0a8df80245,1629763200.0,2021-08-24,routing,40927,RECEIVED,ariaseric@example.net,donna43@example.org,ryoung@example.net,Pamela Moore,c,5dd48a91-f484-4d7d-b548-675810240f8f,d707f940-228e-4c79-be69-e3b6da0dd9a0
5a24c63f-0427-4a9d-adcd-c5d00401b28c,1630195200.0,2021-08-29,SFTP,53877,SUBMITTED,watsonjoseph@example.com,matthew76@example.net,sarakirk@example.net,Susan Ross,e,22926eaa-bd27-4b52-8580-c00870552260,6b7dce3f-b782-494e-8a3b-71c2689d61e4
1ed8500f-2449-44f7-9f94-fd3346d53a20,1618790400.0,2021-04-19,routing,4284,SUBMITTED,vmills@example.org,bridgesrobert@example.net,kevin12@example.com,Patrick Case,a,f673e8cd-fd45-4a41-bd54-c67e459faf55,038929a8-55e9-469b-9c6f-c36b6b5911dd
cecd69b8-8cf0-4bf3-b661-f6529ab669bd,1635897600.0,2021-11-03,SFTP,60259,SUBMITTED,stephenberger@example.com,andrew47@example.net,joseph57@example.org,Elizabeth Jones,b,223ad4df-37e2-4e40-a509-6885068e7d75,d40316ea-1ea5-415c-a273-21df72cf7b40
c41bdbc5-d2c5-4c50-8254-39b2a74e59e8,1624665600.0,2021-06-26,routing,77282,RECEIVING,morgan08@example.com,sarakirk@example.net,hayesemily@example.com,Emily Henry,f,2ce37130-66be-44aa-aae9-426b1b9ca7f1,33eb66e8-5fe8-44c5-ab82-fbb1f8fb0889
c7af8cb3-8a22-4c08-a203-fa60347b1714,1610582400.0,2021-01-14,AdHOC,54641,AVAILABLE,jordanbruce@example.org,tonyaburns@example.org,ianwashington@example.org,Larry Cortez,g,0b0e4ae4-c5a9-47cc-95e3-24446c98ab09,1305ae16-872e-429b-80b4-532f05dc9add
f3054417-c836-44a3-8306-4b4a849e0a95,1637798400.0,2021-11-25,routing,72213,RECEIVING,fhanson@example.net,nelsontommy@example.org,andrew47@example.net,Zachary Morrow,d,74f0d529-4956-41e9-bcbc-702097243ffb,092ad072-d0c0-471b-a993-6df12fb719a3
469bfed5-8142-4358-ae09-dec5ea52dd21,1616716800.0,2021-03-26,HTTP,59673,POST_PROC,tonyaburns@example.org,sarakirk@example.net,jortiz@example.org,Carla Larson,h,946e31cd-7b3d-4f80-bb08-d7aa7946d4ed,db11e7c7-81ba-4dbd-ac7a-7e65fd43058e
d0ef6312-357f-4f99-8b96-4d3dd4b1fe47,1611360000.0,2021-01-23,routing,65109,FAILED,briannaallen@example.com,zachary46@example.net,hayesemily@example.com,Jessica Wall,c,8166a96e-13d3-48cb-a659-5547e8f3c8c0,3ca31f53-2b61-461d-91b7-0a254bdcedd8
0659cc49-86ac-45e5-add2-75eb2fdd716b,1621555200.0,2021-05-21,HTTP,13454,FAILED,tracy85@example.com,ewatkins@example.org,williselizabeth@example.com,Benjamin Monroe,i,089516db-4b01-4f37-95da-3833ff482d91,181a1af2-cdcc-471e-89a7-ba69c72853c3
87d84494-02b5-46c3-a83c-61bdc0c6e089,1613260800.0,2021-02-14,HTTP,99499,TO_EXECUTE,derek26@example.org,morgan08@example.com,derek26@example.org,James Shelton,a,d6a7a7d4-156e-47cf-87da-f7b1da061719,0bfebb8e-081e-4be0-92db-5295c81d0697
db84f9b3-1239-493d-a4f9-e6d09d7aed45,1614902400.0,2021-03-05,AdHOC,71949,SENT,tracy85@example.com,williamsstephanie@example.com,jasonwalsh@example.net,Jennifer Love,a,adc24ad0-e968-46db-8eb8-afdaa901c6b1,6533004e-8304-4c2d-8d42-9c29721a582a
d1c6f2f7-dbfa-4055-a3d0-c21227177179,1632960000.0,2021-09-30,HTTP,60032,FAILED,derek26@example.org,utaylor@example.org,ochapman@example.com,Julia Aguirre,a,b4f5d6ab-db00-40ab-a4ff-6870480a409f,f88dbabd-2e08-4fd7-ac39-4a7dbffeec29
46339371-f7bd-4317-9eae-da5a94c5fc99,1611878400.0,2021-01-29,routing,51087,RECEIVED,lisa40@example.org,tracy85@example.com,tonyaburns@example.org,William Hayes,d,1cd0ead4-0709-4dce-a81e-4d2507ae5361,0232fbbe-2733-4651-8cc1-d4840eb77f45
77006e8d-076b-421a-a867-09b241c910ae,1611446400.0,2021-01-24,AdHOC,77564,SENT,nelsontommy@example.org,pottermaurice@example.com,iluna@example.net,Richard Smith,h,f7e95deb-a506-4478-82df-d85f648bc98c,c65175db-ef5f-4508-89e2-a0b208fd99ec
6829c70d-2aa3-4ea7-a312-f6b4ed719e24,1630281600.0,2021-08-30,SFTP,60405,RECEIVED,iluna@example.net,gallen@example.net,iluna@example.net,Adam Green,e,7ebb50e8-a0ff-4c8b-9beb-b8cbbff4dc46,df87e129-e5b0-45be-8434-e779b848da05
5c1704e2-f889-4d38-9cf7-ece3e97f6277,1621641600.0,2021-05-22,SFTP,87994,FAILED,pottermaurice@example.com,williamsstephanie@example.com,kylelandry@example.com,Samuel Acosta,c,4d22e3b3-e87a-4e54-af05-16708f63a5fc,bd4aa403-174c-436d-91e6-a6ef22921ebd
2314ba72-c7ad-4ded-92c0-84d997c4fc11,1622764800.0,2021-06-04,AdHOC,71322,AVAILABLE,freed@example.com,morgan08@example.com,jordanbruce@example.org,Barbara Brown,g,9e291afd-db72-4d71-85c0-9c1ba7fef9f2,d97abea1-44f7-470b-bf32-3514b7f7bcf1
ca4e8b21-b1d3-4dc0-bc11-d935a0c5bdf5,1640908800.0,2021-12-31,HTTP,51405,RECEIVING,ewatkins@example.org,gallen@example.net,cphillips@example.org,Melissa Jenkins,c,08a446a2-2fd1-48cf-9894-7b43590418c6,b37d72e8-2a65-4e98-9b66-95548e7125b5
163ebeb1-543d-4495-9d73-238cf45d55d7,1630540800.0,2021-09-02,SFTP,75057,AVAILABLE,cphillips@example.org,ryoung@example.net,brandi23@example.net,Matthew Ross,e,70a4b27a-57ea-4972-a46e-4eddbbabf9fb,b9aad63a-0701-4d71-ac18-6b371e2f01dc
e390ceb5-29d1-4cd1-8fe9-1e8bf0c5e178,1615593600.0,2021-03-13,AdHOC,47806,RECEIVED,nelsontommy@example.org,vmills@example.org,hayesemily@example.com,Jennifer Williams,c,549308ba-803c-4b04-b4da-ba7bbd73e953,d57f0fbb-7daf-419c-8943-38c81356af31
fd033149-ab6e-4775-9ccc-87b8c02bc6e1,1627084800.0,2021-07-24,AdHOC,78614,ARCHIVED,ryoung@example.net,jasonwalsh@example.net,ochapman@example.com,Brian Ferguson,f,c65e0662-42f7-40ea-b0bd-da3c55f1b2f4,6e6e315c-d4ad-48f2-9c1e-e67ead06f3fa
cb16f32a-d15a-4375-88c5-64d755b6cbd5,1624233600.0,2021-06-21,AdHOC,72269,RECEIVED,jortiz@example.org,ewatkins@example.org,tonyaburns@example.org,Amanda Andersen,i,e5a76a86-ca21-41fe-a1c4-63c9e33d6a54,d07add4b-5279-41c7-9436-b4835a11a244
d67b3a80-532c-4884-8d35-9ad7da7a5fdb,1611273600.0,2021-01-22,routing,44085,POST_PROC,donna43@example.org,derek26@example.org,williamsstephanie@example.com,Renee Morales,h,6a78fb26-81f0-40d6-b378-61ef23af17da,c3a598e4-a4c6-40d1-a795-c87cde5b2c19
69fe33db-3a92-40a4-a970-23f1eed378a8,1624492800.0,2021-06-24,routing,20507,SUBMITTED,tracy85@example.com,gallen@example.net,wshea@example.com,Thomas Beck,a,260c31c9-284a-4815-b230-897d920a274a,6b720ed2-43bd-4fdf-a3c3-70aafb8dcb58
e0c13fa7-c5d5-4a7e-b3ca-c7d67f6d0ff1,1609891200.0,2021-01-06,routing,99244,FAILED,gallen@example.net,freed@example.com,bellmary@example.net,Robert Perkins,c,efe88e8e-f7e2-4323-a547-127a2007d92d,6968e7f3-cf7d-4b66-95de-2781e518eee5
6e8e88ab-2fca-4841-b90f-70954544ee6e,1619913600.0,2021-05-02,SFTP,7629,AVAILABLE,ericawilliams@example.net,utaylor@example.org,williamsstephanie@example.com,Lori Morrow,i,4288eedc-9444-4417-9370-a68f5c140095,1f60ab7b-6fd8-4589-9d45-780b8fa83a1b
09aa3d2f-42d7-415c-92cc-3f0b592aa554,1622937600.0,2021-06-06,routing,12455,SENT,hayesemily@example.com,ericawilliams@example.net,joseph57@example.org,Scott Melton,i,dbdde4da-e10e-4049-9f51-efe9e00d6284,2c1aa2c1-5ce5-497e-8af1-052f7065af7e
